Source,company,Headline,Date
The Economic Times,NVDA,From aviation to agriculture: How China’s retaliatory tariffs will impact U.S. companies,"07 Apr, 2025, 11.51 AM IST"
The Economic Times,NVDA,Nvidia says new rule will weaken US leadership in AI,"13 Jan, 2025, 03.49 PM IST"
The Economic Times,NVDA,Mukesh Ambani's plan to triple India's data centre capacity: key things to know,"24 Jan, 2025, 08.38 AM IST"
The Economic Times,NVDA,"ByteDance plans $20 billion capex in 2025, mostly on AI, sources say","23 Jan, 2025, 02.11 PM IST"
The Economic Times,NVDA,Elon Musk targets OpenAI boss Sam Altman over past tweet opposing Trump’s election as US president,"23 Jan, 2025, 09.50 AM IST"
The Economic Times,NVDA,Nvidia closes $700 million Run:ai acquisition after regulatory hurdles,"30 Dec, 2024, 07.59 PM IST"
The Economic Times,NVDA,"Elon Musk reacts to SoftBank-OpenAI’s $500 billion AI project, says ‘they don’t have the money’","23 Jan, 2025, 04.11 PM IST"
The Economic Times,NVDA,Nvidia CEO unveils new gaming chips at CES conference,"07 Jan, 2025, 09.15 AM IST"
The Economic Times,NVDA,Nvidia-backed CoreWeave targets up to $32 billion valuation in test for AI IPOs,"21 Mar, 2025, 08.38 AM IST"
The Economic Times,NVDA,Nancy Pelosi’s fortune nosedives in just 72 hours as Donald Trump’s tariffs send shock through markets and lawmakers' wealth rankings; here's how much money she lost,"04 Apr, 2025, 10.14 PM IST"
The Economic Times,NVDA,India to take up Biden's AI chip export curbs with Trump govt,"21 Jan, 2025, 06.00 AM IST"
The Economic Times,NVDA,Wipro shares surge 3% after launch of Agentic AI services to boost sovereignty and innovation,"20 Mar, 2025, 09.34 AM IST"
The Economic Times,NVDA,Nintendo Switch 2 to feature Nvidia-powered performance upgrade with DLSS and ray tracing; release set for June 5,"04 Apr, 2025, 01.15 AM IST"
The Economic Times,NVDA,"Nvidia, TSMC, chip stocks crash as Trump’s new tariffs shake semiconductor industry – How will rising costs and supply chain disruptions impact AI and tech companies?","03 Apr, 2025, 08.21 PM IST"
The Economic Times,NVDA,"US tech, retail stocks lead rout after Trump's tariff blow; Apple shares down 9%, Amazon 7%","03 Apr, 2025, 07.26 PM IST"
The Economic Times,NVDA,"Google, Nvidia partner to apply AI in robotics, drug discovery and energy grids","19 Mar, 2025, 10.13 AM IST"
The Economic Times,NVDA,Nvidia CEO says power-saving optical chip tech will need to wait for wider use,"19 Mar, 2025, 09.03 AM IST"
The Economic Times,NVDA,"Nvidia stock down by 27% from its peak, here's what to expect next","07 Mar, 2025, 06.58 PM IST"
The Economic Times,NVDA,Nvidia CEO Jensen Huang has a personal AI tutor with him all the time. Here's why he says everyone should opt for it,"05 Mar, 2025, 08.50 PM IST"
The Economic Times,NVDA,"Nvidia stock has plunged 18% in just 7 days, what could be the reason? Here's what reports are saying","04 Mar, 2025, 07.14 PM IST"
The Economic Times,NVDA,CoreWeave shares soar past IPO price on third trading day,"02 Apr, 2025, 09.25 AM IST"
The Economic Times,NVDA,"US stock market today crashes but Elon Musk's Tesla, Nvidia share prices soar. Here's why","12 Mar, 2025, 12.28 AM IST"
The Economic Times,NVDA,"S&P 500 ends sharply higher, Nvidia and Tesla rally","25 Mar, 2025, 07.21 AM IST"
The Economic Times,NVDA,Nvidia’s stock shows unseen trends in years – Is NVDA an attractive investment now? Here’s what analysts are saying,"04 Mar, 2025, 08.50 PM IST"
The Economic Times,NVDA,"Arm recently sought to acquire Alphawave for AI chip tech, sources say","01 Apr, 2025, 03.50 PM IST"
The Economic Times,NVDA,Chip industry groups slam expected rules in private letter to Biden,"15 Jan, 2025, 10.45 AM IST"
The Economic Times,NVDA,Biden admin’s cap on GPU exports may hit India's AI ambitions,"16 Jan, 2025, 12.31 PM IST"
The Economic Times,NVDA,AI Mission GPU tender bidders showcase their solutions to MeitY,"14 Jan, 2025, 06.01 AM IST"
The Economic Times,NVDA,LIVE | NVIDIA CEO delivers keynote at GTC 2025 conference,"18 Mar, 2025, 10.47 PM IST"
The Economic Times,NVDA,Nvidia showcases AI chips as it shrugs off DeepSeek,"18 Mar, 2025, 07.52 AM IST"
The Economic Times,NVDA,Scale AI seeking valuation as high as $25 billion in potential tender offer: report,"29 Mar, 2025, 08.26 PM IST"
The Economic Times,NVDA,CoreWeave disappoints on opening of trading,"29 Mar, 2025, 11.09 AM IST"
The Economic Times,NVDA,"Nvidia boss Jensen Huang says AI is overworked, may need to work 100 times harder to match rapid development","27 Feb, 2025, 10.09 AM IST"
The Economic Times,NVDA,CES 2025 unveils bizarre and innovative gadgets,"09 Jan, 2025, 03.44 PM IST"
The Economic Times,NVDA,Big bang Nvidia Q4 earnings today; here's what you need to watch out for,"26 Feb, 2025, 06.21 PM IST"
The Economic Times,NVDA,"CoreWeave’s $23 billion IPO: A risky bet or AI’s next big opportunity? Can the Nvidia-backed AI cloud giant overcome market volatility, Microsoft dependence, and financial challenges?","28 Mar, 2025, 06.11 PM IST"
The Economic Times,NVDA,Supreme Court won't decide Nvidia securities fraud case after all,"11 Dec, 2024, 11.54 PM IST"
The Economic Times,NVDA,What's wrong with Nvidia-backed cloud services provider? Report claims CoreWeave plans to reduce US IPO,"27 Mar, 2025, 10.00 PM IST"
The Economic Times,NVDA,Pentagon adds Chinese social media giant to military blacklist,"07 Jan, 2025, 10.44 AM IST"
The Economic Times,NVDA,"Wipro, Tech Mahindra, L&T Tech Services partner with Nvidia","19 Mar, 2025, 07.34 PM IST"
The Economic Times,NVDA,US Supreme Court tosses case involving securities fraud suit against Nvidia,"12 Dec, 2024, 08.31 AM IST"
The Economic Times,NVDA,ONDC’s retail slump; Uber goes autonomous,"27 Mar, 2025, 07.37 AM IST"
The Economic Times,NVDA,European investors say clock is ticking for AI adopters to deliver,"26 Mar, 2025, 04.28 PM IST"
The Economic Times,NVDA,"US stocks end higher as traders focus on tariffs, data","26 Mar, 2025, 07.21 AM IST"
The Economic Times,NVDA,Japan's Nikkei snaps losing streak as tariff jitters ease,"25 Mar, 2025, 01.01 PM IST"
The Economic Times,NVDA,Nvidia's chip demand faces scrutiny as DeepSeek stirs doubts on AI spending,"24 Feb, 2025, 05.16 PM IST"
The Economic Times,NVDA,Nvidia Stock Today: Will the 'King of AI Chips' hold its crown or face a new challenger? Here’s what you need to know before investing!,"20 Feb, 2025, 09.57 PM IST"
The Economic Times,NVDA,"U.S. stock market today: Markets surge – Dow Jumps 500 points, S&P 500 gains 1.5%, Nasdaq rises 1.8% as Trump’s tariff flexibility boosts investor optimism – Here’s what to watch next","24 Mar, 2025, 09.11 PM IST"
The Economic Times,NVDA,Why Indian IT must shift from Nvidia to Intel? Trip Chowdhry explains,"21 Mar, 2025, 10.25 AM IST"
The Economic Times,NVDA,Nvidia's business practices in EU antitrust spotlight,"06 Dec, 2024, 06.23 PM IST"
The Economic Times,NVDA,Jack Ma-backed Ant touts AI breakthrough built on Chinese chips,"24 Mar, 2025, 03.42 PM IST"
The Economic Times,NVDA,Block your dates: Here's why February 26 could be the most critical day for Nvidia and its stock,"21 Feb, 2025, 05.54 PM IST"
The Economic Times,NVDA,Nvidia to invest billions in US chip production over four years: Report,"20 Mar, 2025, 09.55 AM IST"
The Economic Times,NVDA,Singapore charges three with fraud that media link to Nvidia chips,"28 Feb, 2025, 12.42 PM IST"
The Economic Times,NVDA,"Nvidia’s AI empire under siege? Earnings report to reveal market confidence, tech giants’ investments, and the future of AI chip demand","24 Feb, 2025, 09.41 PM IST"
The Economic Times,NVDA,Nvidia's optimistic forecast fails to convince Wall Street,"28 Feb, 2025, 07.40 AM IST"
The Economic Times,NVDA,China probes Nvidia for 'violating' anti-monopoly law,"09 Dec, 2024, 08.17 PM IST"
The Economic Times,NVDA,Nvidia sales surge in the fourth quarter on demand for AI chips,"27 Feb, 2025, 07.29 AM IST"
The Economic Times,NVDA,"Market panic fizzles as DeepSeek fuels even greater demand for Nvidia chips, company's H20 chips fly off shelves in China as AI breakthrough ignites demand","27 Feb, 2025, 01.28 AM IST"
The Economic Times,NVDA,"Will AI eat up career of coders? Rs 9,000 crore company founder claims most techies lack complexity, write 'boiler plate' codes","22 Mar, 2025, 11.06 AM IST"
The Economic Times,NVDA,AI stocks battered heading into make-or-break Nvidia earnings,"26 Feb, 2025, 07.06 AM IST"
The Economic Times,NVDA,"Quantum computing, AI stocks rise as Nvidia kicks off annual conference","18 Mar, 2025, 08.37 AM IST"
The Economic Times,NVDA,'They have conquered every market': Nvidia CEO on why Trump is wrong about Huawei,"21 Mar, 2025, 02.30 PM IST"
The Economic Times,NVDA,"Nvidia-backed startup Coreweave, which has clients like Microsoft, Meta, is making stock market debut. What do New York Stock Exchange investors need to know?","04 Mar, 2025, 07.10 PM IST"
The Economic Times,NVDA,"Perplexity AI in talks to raise funds at $18 billion valuation, source says","21 Mar, 2025, 07.34 AM IST"
The Economic Times,NVDA,Nvidia’s cheapest price in a year; here’s why history says the best is yet to come,"17 Feb, 2025, 05.54 PM IST"
The Economic Times,NVDA,"Nvidia's H20 chip orders jump as Chinese firms adopt DeepSeek's AI models, sources say","25 Feb, 2025, 07.53 AM IST"
The Economic Times,NVDA,"All eyes on Nvidia-backed startup as it prepares for a red-hot IPO, could this be 2025’s biggest tech listing?","03 Mar, 2025, 11.01 PM IST"
The Economic Times,NVDA,Harsh reality check! Microsoft’s Satya Nadella just put Jensen Huang-led Nvidia on notice; here's what he said,"25 Feb, 2025, 01.12 AM IST"
The Economic Times,NVDA,Tata Communications likely to continue with over $200 million capex in FY26,"20 Mar, 2025, 05.21 PM IST"
The Economic Times,NVDA,"Billionaire Jensen Huang has this advice for you to improve your life, and he wants people to follow it 'right away'","03 Mar, 2025, 06.09 PM IST"
The Economic Times,NVDA,Nvidia signs AI cooperation agreement with Vietnamese government,"05 Dec, 2024, 05.46 PM IST"
The Economic Times,NVDA,Synopsys lays out strategy for AI 'agents' to design computer chips,"20 Mar, 2025, 09.58 AM IST"
The Economic Times,NVDA,Musk’s xAI joins Microsoft-BlackRock $30 billion AI fund,"19 Mar, 2025, 10.12 PM IST"
The Economic Times,NVDA,"U.S. stock market today: Markets rise – Nasdaq, Dow Jones, S&P 500 gain as Tesla, Nvidia climb; Fed decision looms, Bond yields steady – Here's what investors should watch?","19 Mar, 2025, 09.47 PM IST"
The Economic Times,NVDA,"Nvidia unveils Star Wars-inspired AI robot ‘Blue’, partners with Google, Disney to make sci-fi droid","19 Mar, 2025, 09.40 PM IST"
The Economic Times,NVDA,Nvidia stock is doing something it’s done only twice before; what’s coming next? Is history about to repeat itself?,"15 Feb, 2025, 12.39 AM IST"
The Economic Times,NVDA,China opens investigation into Nvidia over potential antitrust violations,"10 Dec, 2024, 07.50 AM IST"
The Economic Times,NVDA,"'Pierre Poilievre isn’t my friend': Trump slams Canada amid tariff war, calls it 'nasty nation'","19 Mar, 2025, 08.11 PM IST"
The Economic Times,NVDA,"Did China's DeepSeek smuggle banned Nvidia GPUs via Singapore? U.S investigators close to revealing the source, as the island nation may be in the line of Washington's fire","19 Feb, 2025, 07.05 PM IST"
The Economic Times,NVDA,US prompts Nvidia probe into how chips ended up in China: reports,"20 Dec, 2024, 07.33 AM IST"
The Economic Times,NVDA,Asian equities in tight range after Nvidia underwhelms,"27 Feb, 2025, 06.37 AM IST"
The Economic Times,NVDA,Apple approaches $4 trillion valuation as investors bet on AI momentum,"23 Dec, 2024, 08.13 PM IST"
The Economic Times,NVDA,Wall Street ends lower on tariff worry as Fed decision eyed,"19 Mar, 2025, 07.21 AM IST"
The Economic Times,NVDA,Wall St opens higher with spotlight on Nvidia results,"26 Feb, 2025, 08.06 PM IST"
The Economic Times,NVDA,"After $600 billion Nvidia wipeout and losing nearly 20% of his personal net worth during DeepSeek rout, Jensen Huang hits back, says investors 'Got it wrong on selloff'","23 Feb, 2025, 07.01 PM IST"
The Economic Times,NVDA,"US stock market today: Market sinks – Nasdaq, Dow Jones, S&P 500 tumble as Nvidia slides, Fed decision nears, Treasury yields surge – What’s next for investors?","18 Mar, 2025, 09.53 PM IST"
The Economic Times,NVDA,The (Mona) Lisa effect: AMD's transformation since CEO Su's takeover,"06 Jan, 2025, 07.40 PM IST"
The Economic Times,NVDA,Google may collaborate with MediaTek on its upcoming AI chip. What we know so far,"18 Mar, 2025, 02.12 PM IST"
The Economic Times,NVDA,"AI influencers are turning social media into profit, earning up to $60,000","18 Mar, 2025, 05.38 PM IST"
The Economic Times,NVDA,"AMD Radeon RX 9070 XT vs. NVIDIA RTX 5070 Ti- Is this the ultimate GPU battle? Here's price, availability, specs & performance","28 Feb, 2025, 09.57 PM IST"
The Economic Times,NVDA,Should you scoop up Nvidia stock today? Here’s what analysts and market history suggest,"12 Feb, 2025, 07.05 PM IST"
The Economic Times,NVDA,Two Sharp with ET: FIIs keep selling in March; US big tech stocks cheapest in months,"17 Mar, 2025, 07.38 PM IST"
The Economic Times,NVDA,Samsung needs 'do-or-die' mindset to survive AI challenges: Report,"17 Mar, 2025, 10.31 AM IST"
The Economic Times,NVDA,"Nvidia’s self-driving chip sales skyrocket, pushing auto segment to record growth: Are robot cars the future of driving?","27 Feb, 2025, 11.50 PM IST"
The Economic Times,NVDA,Nvidia chief Jensen Huang's first acknowledgement of DeepSeek; here's what he said on Chinese startup's blockbuster R1 model,"27 Feb, 2025, 08.03 PM IST"
The Economic Times,NVDA,Big tech stocks at cheapest in months,"17 Mar, 2025, 05.42 AM IST"
The Economic Times,NVDA,Nvidia's AI chip demand still booming but slowing sales growth worries investors,"21 Nov, 2024, 07.16 AM IST"
The Economic Times,NVDA,Nvidia stock set to soar? Bank of America calls it a ‘Compelling’ buy ahead of earnings – Here’s why investors are paying attention,"08 Feb, 2025, 10.38 PM IST"
The Economic Times,NVDA,Nvidia's options primed for $300 billion price swing after earnings,"19 Nov, 2024, 05.07 PM IST"
The Economic Times,NVDA,"Massive market bloodbath: U.S. stock market sheds a staggering $5 trillion in just 3 weeks amid mounting uncertainty, here's what's fueling the Wall Street wipeout","15 Mar, 2025, 08.03 PM IST"
The Economic Times,NVDA,"Stock Market Today: Dow Jones, S&P 500 hold steady as Nasdaq slips; Nvidia, AMD fall amid chip export concerns, Bitcoin crashes below $90,000","25 Feb, 2025, 10.23 PM IST"
The Economic Times,NVDA,US stocks end sharply higher as selloff prompts dip-buying rally,"15 Mar, 2025, 09.38 AM IST"
The Economic Times,NVDA,"As Wall Street gets worried, retail investors keep buying US stocks","14 Mar, 2025, 04.29 PM IST"
The Economic Times,NVDA,"TSMC's first-quarter revenue surges 42%, slightly ahead of forecasts","10 Apr, 2025, 12.31 PM IST"
The Economic Times,NVDA,Italian startup iGenius and Nvidia to build major AI system,"05 Dec, 2024, 08.01 PM IST"
The Economic Times,NVDA,Nvidia shares dip as forecast fails to calm overspending fears,"27 Feb, 2025, 03.12 PM IST"
The Economic Times,NVDA,Nvidia not slowing down! DeepSeek breakthrough set to propel its GPUs to new heights; here's why,"13 Feb, 2025, 01.04 AM IST"
The Economic Times,NVDA,Nvidia's forecast suggests robust demand from AI heavyweights,"27 Feb, 2025, 07.25 AM IST"
The Economic Times,NVDA,Schneider Electric working with Nvidia to design data center cooling systems,"04 Dec, 2024, 09.43 PM IST"
The Economic Times,NVDA,"Apple nears switch to in-house Bluetooth and WiFi chip for iPhone, smart home: reports","13 Dec, 2024, 08.57 AM IST"
The Economic Times,NVDA,Intel executives say a manufacturing spinoff is possible,"12 Dec, 2024, 11.45 PM IST"
The Economic Times,NVDA,"Trading Day: Finally, a bounce on Wall Street. But for how long?","13 Mar, 2025, 07.37 AM IST"
The Economic Times,NVDA,"Wall Street keeps shaking, and stocks lose a big morning gain as Trump's trade war escalates","12 Mar, 2025, 10.37 PM IST"
The Economic Times,NVDA,Nvidia CEO says will balance compliance and tech advances under Trump,"23 Nov, 2024, 12.35 PM IST"
The Economic Times,NVDA,SoundHound AI stock crashes 23% as Nvidia dumps entire stake – What it means for investors and the AI market,"14 Feb, 2025, 09.34 PM IST"
The Economic Times,NVDA,Celestial AI raises $250 million as it looks to speed up links between AI chips,"12 Mar, 2025, 08.11 AM IST"
The Economic Times,NVDA,"If Europe builds the gigafactories, will an AI industry come?","12 Mar, 2025, 07.58 AM IST"
The Economic Times,NVDA,"Gujarat ministers, officials attend session on use of AI, deep tech in governance","22 Nov, 2024, 04.28 PM IST"
The Economic Times,NVDA,"Nvidia tops Q3 on strong AI demand, but slowing growth hits stock","21 Nov, 2024, 05.22 PM IST"
The Economic Times,NVDA,Meta begins testing its first in-house AI training chip,"11 Mar, 2025, 03.48 PM IST"
The Economic Times,NVDA,Can Europe really compete in AI with $20 billion gigafactories?,"11 Mar, 2025, 01.28 PM IST"
The Economic Times,NVDA,"OpenAI, Oracle eye Nvidia chips worth billions for Stargate site","07 Mar, 2025, 02.03 PM IST"
The Economic Times,NVDA,OpenAI's weekly active users surpass 400 million,"20 Feb, 2025, 09.08 PM IST"
The Economic Times,NVDA,"US Labor Department investigating Nvidia, Amazon-backed startup Scale AI","07 Mar, 2025, 07.28 AM IST"
The Economic Times,NVDA,"Nvidia will grow despite trade wars, DeepSeek: Bank of America","04 Feb, 2025, 09.37 PM IST"
The Economic Times,NVDA,"Foxconn builds its own AI model, FoxBrain","10 Mar, 2025, 12.38 PM IST"
The Economic Times,NVDA,AI cloud startup Lambda raises $480 million in new round; Nvidia among investors,"19 Feb, 2025, 10.00 PM IST"
The Economic Times,NVDA,DeepSeek bubble gone? Nvidia's Jensen Huang has smartly made some investment decisions that have propelled the stock to its early January levels; here they are,"19 Feb, 2025, 05.59 PM IST"
The Economic Times,NVDA,S&P 500 ends down as Nvidia tumbles following report,"28 Feb, 2025, 07.22 AM IST"
The Economic Times,NVDA,Jensen Huang's Valentine's Day bomb: Investors in shock as Nvidia buys and dumps AI stocks in stunning power play,"18 Feb, 2025, 06.02 PM IST"
The Economic Times,NVDA,Wall Street ends mixed; Nvidia lifts Nasdaq,"15 Feb, 2025, 08.29 AM IST"
The Economic Times,NVDA,Taiwan president discusses US tariff response with tech executives,"06 Apr, 2025, 03.52 PM IST"
The Economic Times,NVDA,Healthcare startup Abridge raises $250 million to enhance AI capabilities,"18 Feb, 2025, 09.56 AM IST"
The Economic Times,NVDA,Elon Musk's xAI plans massive expansion of AI supercomputer in Memphis,"05 Dec, 2024, 07.35 AM IST"
The Economic Times,NVDA,How to use Meta’s Llama 4: A quick guide for developers and enterprises,"06 Apr, 2025, 09.46 AM IST"
The Economic Times,TSLA,"Tesla sets sights on Waymo, Uber in California ride-hail bid","28 Feb, 2025, 01.13 PM IST"
The Economic Times,TSLA,Tesla's China-made EV sales fall 29% in first two months of 2025,"04 Mar, 2025, 05.06 PM IST"
The Economic Times,TSLA,"Donald Trump's tariffs could help Tesla, by hurting its rivals more","08 Mar, 2025, 12.26 PM IST"
The Economic Times,TSLA,Chinese investors privately take stakes in Elon Musk's companies: report,"09 Mar, 2025, 06.42 PM IST"
The Economic Times,TSLA,Tesla hunts for Tata Motor's top talent to start its India journey,"20 Feb, 2025, 10.17 AM IST"
The Economic Times,TSLA,Musk declines Uber’s partnership offer; Tesla to go solo on robotaxis,"25 Feb, 2025, 10.50 AM IST"
The Economic Times,TSLA,Tesla adds city navigation feature to autopilot software in China,"25 Feb, 2025, 08.41 AM IST"
The Economic Times,TSLA,Tesla ramps up India hiring: all you need to know,"18 Feb, 2025, 01.14 PM IST"
The Economic Times,TSLA,EU asked to say how much funding given to Elon Musk's firms,"05 Mar, 2025, 04.23 PM IST"
The Economic Times,TSLA,"PM Modi hails Elon Musk's DOGE Mission on Lex Fridman podcast, recalls decade-long bond with Tesla chief","17 Mar, 2025, 02.25 PM IST"
The Economic Times,TSLA,Model Why: Is Tesla ready for India? And is India ready for Tesla?,"30 Mar, 2025, 12.32 AM IST"
The Economic Times,TSLA,"Elon Musk's internet: so based, much wow, so cringe?","03 Mar, 2025, 08.00 AM IST"
The Economic Times,TSLA,‘From UK’s 'Tesla Takedown' to 7 Tesla Burned in Germany’: Anti-Tesla protests build momentum worldwide,"30 Mar, 2025, 08.13 AM IST"
The Economic Times,TSLA,"Tesla hires in India, signalling entry plans after Narendra Modi’s US trip","18 Feb, 2025, 07.56 AM IST"
The Economic Times,TSLA,"Elon Musk warns of ‘woke mind virus’ in AI, says it is an existential threat to humanity","07 Mar, 2025, 10.46 PM IST"
The Economic Times,TSLA,Elon Musk once mocked China’s BYD. Now the EV giant is outselling Tesla,"08 Apr, 2025, 06.07 PM IST"
The Economic Times,TSLA,"Tesla recalls 380,000 vehicles in US over power steering issue","21 Feb, 2025, 04.46 PM IST"
The Economic Times,TSLA,Officials are fired at traffic safety agency investigating Elon Musk's company,"23 Feb, 2025, 09.29 AM IST"
The Economic Times,TSLA,‘Not a happy person’: Sam Altman’s dig at Elon Musk for OpenAI bid,"12 Feb, 2025, 01.36 PM IST"
The Economic Times,TSLA,"Wall Street’s Dan Ives breaks ranks with Elon Musk, cuts Tesla forecast by nearly 50% in stunning reversal of faith, blames Musk’s moves for the meltdown","08 Apr, 2025, 07.17 PM IST"
The Economic Times,TSLA,Ex-Intel executives raise $21.5 million for RISC-V chip startup,"19 Feb, 2025, 10.20 PM IST"
The Economic Times,TSLA,Tesla sales plunge to 3-year low: Why is Elon Musk's electric vehicle company facing backlash? 10 points,"02 Apr, 2025, 09.38 PM IST"
The Economic Times,TSLA,Tesla halts trade-ins for its own cars as Cybertrucks reportedly pile up in lots with thousands left unsold across U.S.,"08 Apr, 2025, 08.11 PM IST"
The Economic Times,TSLA,"Elon Musk vs Peter Navarro feud escalates: Tesla CEO calls Trump trade adviser 'm***n, dumber than bricks'","08 Apr, 2025, 08.01 PM IST"
The Economic Times,TSLA,"Tesla stock price today: Why is TSLA facing a drop on April 2, 2025?","02 Apr, 2025, 08.07 PM IST"
The Economic Times,TSLA,PM Modi likely to meet Elon Musk during US visit: Report,"05 Feb, 2025, 04.21 PM IST"
The Economic Times,TSLA,Tesla Inc's trademark dispute with Gurugram's Tesla Power heads to Delhi High Court,"26 Mar, 2025, 08.19 PM IST"
The Economic Times,TSLA,Tesla robotaxis by June? Musk turns to Texas for hands-off regulation,"10 Feb, 2025, 04.37 PM IST"
The Economic Times,TSLA,An article on Warren Buffett acquiring Elon Musk's Tesla for $1 trillion in cash caused huge confusion online. Here's why,"03 Apr, 2025, 03.43 PM IST"
The Economic Times,TSLA,Elon Musk’s Tesla’s sales continue to plummet in key European markets as it faces competition from Chinese manufacturers,"02 Apr, 2025, 12.26 AM IST"
The Economic Times,TSLA,"Tesla's entry will help grow EV market in India, not worried about competition: BMW","06 Apr, 2025, 10.13 AM IST"
The Economic Times,TSLA,"'Immigrant who took your job': Anti-Tesla, Elon Musk protests mount over the continued US govt purge","30 Mar, 2025, 02.29 PM IST"
The Economic Times,TSLA,"India keeps China's BYD at red signal, shifts gears to court Elon Musk's Tesla","08 Apr, 2025, 11.41 AM IST"
The Economic Times,TSLA,Elon Musk faces massive backlash across world; wave of vandalism and protests hit Tesla,"31 Mar, 2025, 07.13 PM IST"
The Economic Times,TSLA,‘Have you seen their car?’: When Elon Musk openly laughed at BYD. A mockery that didn’t age well,"31 Mar, 2025, 07.03 PM IST"
The Economic Times,TSLA,Tesla protests sweep the globe: Is this Elon Musk’s biggest crisis yet?,"29 Mar, 2025, 11.12 PM IST"
The Economic Times,TSLA,Who is Peter Navarro? The man Elon Musk is publicly lashing out at for influencing Donald Trump to impose tariffs that have rattled markets,"07 Apr, 2025, 07.07 PM IST"
The Economic Times,TSLA,"Elon Musk is a 'car assembler', parts come from other countries, says White House","07 Apr, 2025, 06.50 PM IST"
The Economic Times,TSLA,"Tesla’s 360° cameras catch alleged Swastika-scratching vandal. Suspect claims, ‘I have something against Elon Musk' when confronted","02 Apr, 2025, 09.14 PM IST"
The Economic Times,TSLA,"Tesla sales drop 13% in first quarter as Elon Musk backlash, aging models hurt demand","02 Apr, 2025, 07.07 PM IST"
The Economic Times,TSLA,'Tesla Takedown' protests erupt across the globe; activists stage laser light protest in Mexico City,"02 Apr, 2025, 03.34 PM IST"
The Economic Times,TSLA,'They're being fed propaganda': Elon Musk reveals who is fuelling vandalism against Tesla,"28 Mar, 2025, 04.47 PM IST"
The Economic Times,TSLA,Tesla sales rout in Europe deepens amid anti-Musk protests,"01 Apr, 2025, 10.48 PM IST"
The Economic Times,TSLA,Did Elon Musk just sell X to 'himself' to save Tesla? Viral parody video speculates a billion-dollar shell game,"06 Apr, 2025, 06.57 PM IST"
The Economic Times,TSLA,"'Justice is coming': Pam Bondi slams anti-Tesla rioters, 'we'll put you behind bars ...'","01 Apr, 2025, 12.33 PM IST"
The Economic Times,TSLA,"Tesla's Cybertruck sales have plummeted, but the reason may not be just Elon Musk's proximity to Donald Trump; here's what’s really behind the drop","31 Mar, 2025, 06.53 PM IST"
The Economic Times,TSLA,"Once coveted, now cast off: Tesla owners are jumping ship fast, resale market flooded as EV enthusiasts turn their backs on Elon Musk’s flagship brand","28 Mar, 2025, 09.22 PM IST"
The Economic Times,TSLA,Musk's DOGE gig for Trump bleeds him dry but Tesla offers opportunity to make money,"31 Mar, 2025, 11.22 AM IST"
The Economic Times,TSLA,Tesla sparks outrage in Germany as reports claim workers on sick leave denied pay as automaker questions their illness and demands private medical details,"26 Mar, 2025, 11.49 PM IST"
The Economic Times,TSLA,Elon Musk's US government 'takeover' sounds alarm bells,"04 Feb, 2025, 07.10 AM IST"
The Economic Times,TSLA,Elon Musk's Tesla to launch in Saudi Arabia on April 10,"26 Mar, 2025, 12.53 PM IST"
The Economic Times,TSLA,Tesla share price is down by 30 per cent for year. Is Elon Musk responsible for EV maker's US stock market downfall?,"24 Mar, 2025, 10.39 PM IST"
The Economic Times,TSLA,"China’s BYD overtakes Tesla as the world’s top EV seller – Is this the end of Tesla’s reign, or can their refreshed Model Y fight back? What’s behind the shift and what it means for the future of electric cars?","26 Mar, 2025, 12.34 AM IST"
The Economic Times,TSLA,Do you own a Tesla? Your insurance rates could spike as vandals target cars across U.S,"25 Mar, 2025, 07.34 PM IST"
The Economic Times,TSLA,"Protesters target 277 Tesla locations in US over Elon Musk's government role, demand resignation","30 Mar, 2025, 08.22 AM IST"
The Economic Times,TSLA,"Smart as Elon Musk: Tesla floods Canada’s EV rebate program with thousands of claims in final days, equivalent to selling two cars per minute","26 Mar, 2025, 08.28 PM IST"
The Economic Times,TSLA,"Tesla is back! Stock surges as Elon Musk reasserts control, surprise all-hands meeting signals bold moves, boosting investor confidence","26 Mar, 2025, 07.11 PM IST"
The Economic Times,TSLA,Anti-Tesla protestors to face unprecedented consequences? Trump's blunt warning sparks buzz,"24 Mar, 2025, 03.28 PM IST"
The Economic Times,TSLA,"Cathie Wood sticks with Tesla, sees stock at $2,600 in 5 years","26 Mar, 2025, 06.19 AM IST"
The Economic Times,TSLA,Elon Musk says 'I have 17 jobs'. Tesla investors' big fear about him revealed amid declining sales,"28 Mar, 2025, 08.26 PM IST"
The Economic Times,TSLA,"Elon Musk may abruptly quit DOGE after Donald Trump’s private doubts, claim reports; Tesla stock soars as investors cheer shock exit","02 Apr, 2025, 10.11 PM IST"
The Economic Times,TSLA,"Tesla shares drop 6% as first-quarter sales slump on Musk backlash, weak demand","02 Apr, 2025, 07.27 PM IST"
The Economic Times,TSLA,Meta climbs and Microsoft falls as Wall Street ticks higher,"30 Jan, 2025, 08.17 PM IST"
The Economic Times,TSLA,Tesla's All-Hands-Meet at 10 PM had employees worried and confused; here's what Elon Musk said at the meeting,"22 Mar, 2025, 01.16 AM IST"
The Economic Times,TSLA,Warren Buffett’s $1 Trillion Tesla Takeover: An April Fools’ Masterstroke,"01 Apr, 2025, 11.03 PM IST"
The Economic Times,TSLA,Chinese EV giant BYD surpasses rival Tesla with record 2024 revenue,"24 Mar, 2025, 08.04 PM IST"
